step,epoch,train_loss,val_loss,lr
0,0,,22.155931867330995,0.0003
10,1,21.968698501586914,,4.9999999999999996e-06
20,1,20.5394229888916,,1.4999999999999999e-05
30,1,16.52406120300293,,2.4999999999999998e-05
40,1,14.162425994873047,,3.5e-05
50,1,10.174738883972168,,4.4999999999999996e-05
60,1,8.25977897644043,,5.499999999999999e-05
70,1,8.135159492492676,,6.5e-05
80,1,6.670611381530762,,7.5e-05
90,1,5.966894626617432,,8.499999999999999e-05
100,1,4.56497049331665,,9.499999999999999e-05
110,1,4.200401306152344,,0.00010499999999999999
120,1,3.3198981285095215,,0.000115
130,1,2.918063163757324,,0.000125
140,1,2.671600103378296,,0.000135
150,1,2.7999773025512695,,0.000145
160,1,2.354379653930664,,0.000155
170,1,2.264653205871582,,0.000165
180,1,2.1381192207336426,,0.000175
190,1,2.5236735343933105,,0.000185
200,1,2.197100877761841,,0.000195
200,1,2.197100877761841,2.260156086259622,0.000195
210,2,2.1651089191436768,,0.000205
220,2,2.3013601303100586,,0.000215
230,2,2.1685445308685303,,0.000225
240,2,2.554497480392456,,0.00023499999999999997
250,2,2.265230894088745,,0.000245
260,2,2.087115526199341,,0.00025499999999999996
270,2,2.1662051677703857,,0.000265
280,2,2.1279380321502686,,0.00027499999999999996
290,2,2.0212056636810303,,0.000285
300,2,2.1117923259735107,,0.00029499999999999996
310,2,2.2315118312835693,,0.0002999994304248525
320,2,2.292654275894165,,0.00029999487384962616
330,2,1.9278535842895508,,0.0002999857608375898
340,2,2.099128246307373,,0.00029997209166557207
350,2,2.005915880203247,,0.0002999538667488052
360,2,1.9780858755111694,,0.0002999310866409126
370,2,1.9782414436340332,,0.00029990375203389226
380,2,2.0038983821868896,,0.0002998718637580951
390,2,1.9615890979766846,,0.00029983542278220045
400,2,2.051656484603882,,0.000299794430213186
400,2,2.051656484603882,2.007498192901646,0.000299794430213186
410,3,2.112607955932617,,0.0002997488872962949
420,3,2.0422325134277344,,0.000299698795414997
430,3,2.030602216720581,,0.00029964415609094763
440,3,1.885656476020813,,0.0002995849709839412
450,3,1.850528359413147,,0.00029952124189186024
460,3,1.9170857667922974,,0.0002994529707506216
470,3,1.9862112998962402,,0.00029938015963411704
480,3,2.00679874420166,,0.00029930281075415054
490,3,1.8970913887023926,,0.00029922092646037093
500,3,1.888978123664856,,0.0002991345092402006
510,3,2.168313503265381,,0.00029904356171876
520,3,1.8905800580978394,,0.0002989480866587877
530,3,1.9869084358215332,,0.0002988480869605567
540,3,2.0149085521698,,0.00029874356566178626
550,3,1.9996132850646973,,0.0002986345259375494
560,3,2.0382654666900635,,0.00029852097110017676
570,3,1.8493335247039795,,0.0002984029045991558
580,3,2.0301625728607178,,0.0002982803300210262
590,3,1.9160501956939697,,0.00029815325108927063
600,3,1.8768850564956665,,0.0002980216716642018
600,3,1.8768850564956665,1.9203817472944136,0.0002980216716642018
610,4,1.8215028047561646,,0.0002978855957428452
620,4,1.9547847509384155,,0.00029774502745881775
630,4,1.9040547609329224,,0.00029759997108220196
640,4,1.9248160123825073,,0.0002974504310194166
650,4,2.0064895153045654,,0.00029729641181308256
660,4,2.0141818523406982,,0.00029713791814188484
670,4,1.8886913061141968,,0.0002969749548204307
680,4,1.894097089767456,,0.00029680752679910315
690,4,2.137479305267334,,0.00029663563916391066
700,4,1.9509241580963135,,0.0002964592971363327
710,4,1.9239805936813354,,0.00029627850607316094
720,4,1.8524281978607178,,0.0002960932714663368
730,4,1.8765596151351929,,0.00029590359894278456
740,4,1.8548951148986816,,0.0002957094942642401
750,4,1.981422781944275,,0.0002955109633270764
760,4,1.9202115535736084,,0.0002953080121621239
770,4,1.8820122480392456,,0.0002951006469344877
780,4,1.9538365602493286,,0.0002948888739433602
790,4,1.891406774520874,,0.0002946726996218296
800,4,1.8443163633346558,,0.0002944521305366844
800,4,1.8443163633346558,1.8862769003112854,0.0002944521305366844
810,5,1.9206465482711792,,0.00029422717338821436
820,5,1.866185188293457,,0.00029399783501000656
830,5,1.8592000007629395,,0.0002937641223687379
840,5,2.0019681453704834,,0.00029352604256396354
850,5,1.8736003637313843,,0.0002932836028279013
860,5,1.8106651306152344,,0.0002930368105252116
870,5,1.8135840892791748,,0.00029278567315277435
880,5,1.9013210535049438,,0.0002925301983394607
890,5,1.8276729583740234,,0.0002922703938459014
900,5,2.0283873081207275,,0.0002920062675642513
910,5,1.8093913793563843,,0.0002917378275179493
920,5,1.8787057399749756,,0.00029146508186147477
930,5,1.8342807292938232,,0.0002911880388800999
940,5,1.8502321243286133,,0.0002909067069896379
950,5,1.78939950466156,,0.0002906210947361873
960,5,1.9813169240951538,,0.0002903312107958725
970,5,1.8466145992279053,,0.00029003706397458023
980,5,1.8832066059112549,,0.00028973866320769183
990,5,1.7614245414733887,,0.00028943601755981196
1000,5,1.7952951192855835,,0.00028912913622449333
1000,5,1.7952951192855835,1.8676230754551386,0.00028912913622449333
1010,6,1.908974051475525,,0.00028881802852395727
1020,6,2.0188093185424805,,0.0002885027039088106
1030,6,1.8100541830062866,,0.0002881831719577585
1040,6,1.7788041830062866,,0.0002878594423773136
1050,6,1.8477154970169067,,0.00028753152500150136
1060,6,1.7859138250350952,,0.0002871994297915607
1070,6,1.8209803104400635,,0.00028686316683564203
1080,6,1.930771827697754,,0.00028652274634850046
1090,6,1.9107412099838257,,0.00028617817867118575
1100,6,1.841170072555542,,0.0002858294742707278
1110,6,1.9401731491088867,,0.0002854766437398191
1120,6,1.8700120449066162,,0.00028511969779649275
1130,6,1.8393781185150146,,0.0002847586472837968
1140,6,1.965182900428772,,0.0002843935031694651
1150,6,1.9538973569869995,,0.000284024276545584
1160,6,1.9204068183898926,,0.00028365097862825513
1170,6,1.9598315954208374,,0.0002832736207572554
1180,6,1.867388367652893,,0.0002828922143956917
1190,6,1.8409161567687988,,0.00028250677112965326
1200,6,1.8765009641647339,,0.0002821173026678595
1200,6,1.8765009641647339,1.8389935504153647,0.0002821173026678595
1210,7,1.8795286417007446,,0.00028172382084130416
1220,7,1.752497911453247,,0.0002813263376028964
1230,7,1.822206974029541,,0.0002809248650270972
1240,7,1.9346216917037964,,0.0002805194153095528
1250,7,1.9413480758666992,,0.0002801100007667243
1260,7,1.8726438283920288,,0.00027969663383551317
1270,7,1.7756990194320679,,0.0002792793270728841
1280,7,1.8512699604034424,,0.0002788580931554828
1290,7,1.909257173538208,,0.0002784329448792514
1300,7,1.8149676322937012,,0.00027800389515903964
1310,7,1.873712420463562,,0.0002775709570282126
1320,7,1.8148576021194458,,0.00027713414363825456
1330,7,1.8547204732894897,,0.0002766934682583697
1340,7,1.7473101615905762,,0.000276248944275079
