step,epoch,train_loss,val_loss,lr
10,1,23.43783950805664,,1.2499999999999999e-06
20,1,21.91351318359375,,2.4999999999999998e-06
30,1,22.555835723876953,,3.7499999999999997e-06
40,1,20.943359375,,4.9999999999999996e-06
50,1,21.58646011352539,,6.2499999999999995e-06
60,1,21.136322021484375,,7.499999999999999e-06
70,1,19.5752010345459,,8.75e-06
80,1,17.787799835205078,,9.999999999999999e-06
90,1,17.677566528320312,,1.1249999999999999e-05
100,1,17.20787811279297,,1.2499999999999999e-05
100,1,17.20787811279297,16.25941303680991,1.2499999999999999e-05
110,1,15.85727310180664,,1.3749999999999997e-05
120,1,14.154073715209961,,1.4999999999999999e-05
130,1,15.348299026489258,,1.625e-05
140,1,13.032668113708496,,1.75e-05
150,1,16.051851272583008,,1.875e-05
160,1,12.37800121307373,,1.9999999999999998e-05
170,1,12.986578941345215,,2.1249999999999998e-05
180,1,10.979287147521973,,2.2499999999999998e-05
190,1,11.76701545715332,,2.3749999999999998e-05
200,1,12.485639572143555,,2.4999999999999998e-05
200,1,12.485639572143555,10.957335863683438,2.4999999999999998e-05
210,1,10.402995109558105,,2.6249999999999998e-05
220,1,10.438916206359863,,2.7499999999999994e-05
230,1,11.770622253417969,,2.875e-05
240,1,9.113872528076172,,2.9999999999999997e-05
250,1,8.627338409423828,,3.125e-05
260,1,8.82052993774414,,3.25e-05
270,1,8.929407119750977,,3.375e-05
280,1,7.326831817626953,,3.5e-05
290,1,9.724162101745605,,3.625e-05
300,1,7.289926528930664,,3.75e-05
300,1,7.289926528930664,7.6164634048758915,3.75e-05
310,1,9.451040267944336,,3.875e-05
320,1,7.689116477966309,,3.9999999999999996e-05
330,1,6.732439994812012,,4.125e-05
340,1,7.81146764755249,,4.2499999999999996e-05
350,1,6.209541320800781,,4.375e-05
360,1,5.731741905212402,,4.4999999999999996e-05
370,1,6.214730262756348,,4.625e-05
380,1,5.22649621963501,,4.7499999999999996e-05
390,1,4.356043338775635,,4.875e-05
400,1,5.581939220428467,,4.9999999999999996e-05
400,1,5.581939220428467,5.36883442973942,4.9999999999999996e-05
410,1,6.699421405792236,,5.125e-05
420,1,5.562040328979492,,5.2499999999999995e-05
430,1,5.436193943023682,,5.375e-05
440,1,5.228646278381348,,5.499999999999999e-05
450,1,5.323123455047607,,5.625e-05
460,1,5.318723678588867,,5.75e-05
470,1,4.722690105438232,,5.874999999999999e-05
480,1,4.5638861656188965,,5.9999999999999995e-05
490,1,4.426149845123291,,6.125e-05
500,1,4.670136451721191,,6.25e-05
500,1,4.670136451721191,4.298367421448239,6.25e-05
510,1,5.013125419616699,,6.374999999999999e-05
520,1,6.227850914001465,,6.5e-05
530,1,5.188755989074707,,6.625e-05
540,1,4.492779731750488,,6.75e-05
550,1,4.377351760864258,,6.874999999999999e-05
560,1,4.782190799713135,,7e-05
570,1,4.061625957489014,,7.125e-05
580,1,3.513288974761963,,7.25e-05
590,1,4.552471160888672,,7.374999999999999e-05
600,1,5.331988334655762,,7.5e-05
600,1,5.331988334655762,3.79185087767469,7.5e-05
610,1,3.8483760356903076,,7.624999999999998e-05
620,1,4.4204630851745605,,7.75e-05
630,1,4.3615803718566895,,7.874999999999999e-05
640,1,4.504788875579834,,7.999999999999999e-05
650,1,3.6427130699157715,,8.124999999999998e-05
660,1,3.4773592948913574,,8.25e-05
670,1,4.151309490203857,,8.374999999999999e-05
680,1,3.536529541015625,,8.499999999999999e-05
690,1,3.5585780143737793,,8.624999999999998e-05
700,1,3.2028675079345703,,8.75e-05
700,1,3.2028675079345703,3.48298272644776,8.75e-05
710,1,3.6194756031036377,,8.874999999999999e-05
720,1,3.4530959129333496,,8.999999999999999e-05
730,1,3.8347184658050537,,9.124999999999998e-05
740,1,3.5869808197021484,,9.25e-05
750,1,4.197916030883789,,9.374999999999999e-05
760,1,4.878715991973877,,9.499999999999999e-05
770,1,3.698983669281006,,9.625e-05
780,1,2.966108798980713,,9.75e-05
790,1,3.3310046195983887,,9.874999999999999e-05
800,1,3.0265233516693115,,9.999999999999999e-05
800,1,3.0265233516693115,3.270758455766181,9.999999999999999e-05
810,1,3.1700167655944824,,0.00010125
820,1,3.524900436401367,,0.0001025
830,1,2.9029901027679443,,0.00010374999999999999
840,1,3.1846728324890137,,0.00010499999999999999
850,1,3.3719494342803955,,0.00010625
860,1,3.6067473888397217,,0.0001075
870,1,3.5850350856781006,,0.00010874999999999999
880,1,3.1961846351623535,,0.00010999999999999998
890,1,3.9637510776519775,,0.00011125
900,1,4.612793445587158,,0.0001125
900,1,4.612793445587158,3.1319821701948016,0.0001125
910,1,3.251084089279175,,0.00011374999999999999
920,1,3.741978645324707,,0.000115
930,1,2.882361888885498,,0.00011624999999999999
940,1,3.2495276927948,,0.00011749999999999998
950,1,3.2333121299743652,,0.00011874999999999999
960,1,3.7244303226470947,,0.00011999999999999999
970,1,2.8917758464813232,,0.00012124999999999999
980,1,3.091245174407959,,0.0001225
990,1,3.260680913925171,,0.00012374999999999997
1000,1,3.460639238357544,,0.000125
1000,1,3.460639238357544,3.0612848769295145,0.000125
1010,1,3.4261679649353027,,0.00012624999999999998
1020,1,2.8291757106781006,,0.00012749999999999998
1030,1,2.8797645568847656,,0.00012874999999999999
1040,1,3.0674891471862793,,0.00013
1050,1,2.85432767868042,,0.00013125
1060,1,3.148642063140869,,0.0001325
1070,1,3.6029245853424072,,0.00013375
1080,1,2.711268424987793,,0.000135
1090,1,2.7186872959136963,,0.00013624999999999998
1100,1,2.8717963695526123,,0.00013749999999999998
1100,1,2.8717963695526123,2.981711226892508,0.00013749999999999998
1110,1,2.5687570571899414,,0.00013874999999999998
1120,1,2.9640414714813232,,0.00014
1130,1,3.0178990364074707,,0.00014125
1140,1,3.3549163341522217,,0.0001425
1150,1,3.3423945903778076,,0.00014375
1160,1,3.105750560760498,,0.000145
1170,1,2.9162378311157227,,0.00014624999999999998
1180,1,2.5363101959228516,,0.00014749999999999998
1190,1,3.0653512477874756,,0.00014874999999999998
1200,1,2.9556052684783936,,0.00015
1200,1,2.9556052684783936,2.9586228311594325,0.00015
1210,1,3.674586772918701,,0.00015125
1220,1,3.3252899646759033,,0.00015249999999999997
1230,1,3.01731276512146,,0.00015374999999999997
1240,1,2.812211751937866,,0.000155
1250,1,3.2302188873291016,,0.00015625
1260,1,3.0605854988098145,,0.00015749999999999998
1270,1,2.720431089401245,,0.00015874999999999998
1280,1,2.7647688388824463,,0.00015999999999999999
1290,1,2.8058242797851562,,0.00016125
1300,1,3.0147292613983154,,0.00016249999999999997
1300,1,3.0147292613983154,2.907583803343395,0.00016249999999999997
